学号,性别,所属学院,高等数学,大学英语,Python程序设计,体育测试
STU20248253,男,理学院,93.5,81.2,98.3,93.3
STU20248254,女,文法学院,63.6,79.6,71.9,79.4
STU20248255,女,机电学院,63.6,47.8,80.8,63.6
STU20248256,男,文法学院,90.4,74.7,92.5,67.4
STU20248257,女,机电学院,87.6,80.0,82.6,72.4
STU20248258,女,商学院,68.5,67.2,74.4,73.2
STU20248259,男,文法学院,65.5,74.2,71.4,87.9
STU20248260,男,理学院,95.6,68.2,98.6,82.1
STU20248261,男,理学院,80.0,100.0,90.2,78.2
STU20248262,男,计算机学院,82.4,65.5,82.0,72.4
STU20248263,女,商学院,68.9,76.6,79.1,76.6
STU20248264,男,商学院,76.6,64.4,79.4,84.4
STU20248265,男,计算机学院,77.1,56.7,72.3,85.7
STU20248266,男,机电学院,60.2,63.5,66.9,72.6
STU20248267,女,机电学院,73.5,79.2,76.2,57.8
STU20248268,女,商学院,91.9,51.4,100.0,66.4
STU20248269,男,机电学院,99.2,55.9,100.0,83.4
STU20248270,男,商学院,56.2,77.1,56.4,69.7
STU20248271,女,机电学院,53.3,72.4,62.0,74.0
STU20248272,男,计算机学院,88.5,74.1,87.0,77.8
STU20248273,男,理学院,71.9,73.3,80.8,74.7
STU20248274,女,计算机学院,61.6,98.5,72.5,72.2
STU20248275,男,机电学院,57.6,99.7,62.8,83.2
STU20248276,男,理学院,85.9,81.4,90.0,76.4
STU20248277,女,计算机学院,58.8,49.1,65.4,63.8
STU20248278,女,商学院,69.8,86.3,70.7,68.9
STU20248279,女,机电学院,72.4,95.3,76.9,64.9
STU20248280,女,理学院,86.2,74.0,97.4,74.0
STU20248281,女,理学院,90.6,86.9,88.2,63.3
STU20248282,男,理学院,98.9,83.7,95.6,86.5
STU20248283,女,商学院,82.1,70.6,80.3,74.4
STU20248284,女,机电学院,100.0,81.3,100.0,75.0
STU20248285,男,理学院,78.5,68.3,86.0,89.0
STU20248286,男,商学院,79.2,59.7,84.9,98.2
STU20248287,女,机电学院,95.9,52.9,91.7,70.0
STU20248288,女,商学院,67.2,71.3,75.5,65.4
STU20248289,女,理学院,68.9,59.3,73.2,70.7
STU20248290,女,计算机学院,46.3,68.7,52.4,61.2
STU20248291,男,理学院,64.0,72.3,75.3,73.7
STU20248292,男,计算机学院,64.6,59.6,68.4,79.0
STU20248293,女,计算机学院,63.4,90.5,69.3,75.9
STU20248294,男,机电学院,78.0,87.6,80.0,81.4
STU20248295,女,理学院,61.3,79.2,61.6,72.5
STU20248296,女,机电学院,74.5,69.7,76.1,67.2
STU20248297,男,理学院,70.1,100.0,82.7,87.5
STU20248298,女,商学院,77.4,78.1,82.2,66.5
STU20248299,女,机电学院,76.2,72.9,82.5,67.9
STU20248300,男,商学院,55.1,65.0,57.7,77.2
STU20248301,女,计算机学院,51.1,85.3,57.0,91.7
STU20248302,女,理学院,78.4,97.2,90.2,74.9
STU20248303,男,文法学院,81.0,62.8,86.2,84.0
STU20248304,女,理学院,87.1,89.4,82.2,75.7
STU20248305,男,商学院,63.8,72.5,74.4,79.3
STU20248306,男,机电学院,63.2,76.8,74.7,87.1
STU20248307,男,商学院,78.5,83.5,83.2,85.7
STU20248308,女,计算机学院,64.1,82.9,74.6,65.4
STU20248309,女,机电学院,74.3,81.9,87.0,73.3
STU20248310,男,计算机学院,68.1,81.6,75.1,87.7
STU20248311,男,理学院,63.2,74.3,70.0,86.8
STU20248312,女,商学院,59.2,75.8,65.1,71.9
STU20248313,男,机电学院,67.4,64.3,73.6,81.1
STU20248314,女,计算机学院,83.7,59.2,81.6,78.2
STU20248315,女,文法学院,62.5,81.6,70.2,79.8
STU20248316,男,文法学院,38.0,75.9,34.5,90.0
STU20248317,女,计算机学院,63.8,79.6,79.8,59.0
STU20248318,男,理学院,82.3,65.7,79.9,70.7
STU20248319,女,机电学院,75.5,60.9,82.2,87.1
STU20248320,男,商学院,47.1,58.3,56.6,72.6
STU20248321,男,商学院,100.0,92.5,100.0,87.5
STU20248322,女,机电学院,84.0,79.2,89.3,76.1
STU20248323,女,理学院,79.4,48.7,88.8,75.9
STU20248324,女,机电学院,77.2,82.4,85.6,85.5
STU20248325,女,机电学院,60.4,64.1,68.1,73.7
STU20248326,男,机电学院,27.5,70.3,35.6,84.2
STU20248327,女,机电学院,75.2,75.7,83.6,69.5
STU20248328,男,计算机学院,63.7,76.0,64.1,73.9
STU20248329,女,文法学院,74.2,55.3,84.9,77.2
STU20248330,男,计算机学院,77.7,86.0,81.8,61.1
STU20248331,男,计算机学院,82.2,82.5,81.3,84.2
STU20248332,女,机电学院,59.3,78.4,66.1,63.6
STU20248333,男,理学院,58.8,65.4,60.5,76.9
STU20248334,男,机电学院,86.2,64.3,82.9,90.0
STU20248335,男,机电学院,45.4,91.7,58.5,71.1
STU20248336,女,商学院,88.7,83.1,85.1,69.4
STU20248337,男,计算机学院,98.0,62.2,100.0,82.7
STU20248338,女,文法学院,73.5,67.1,84.8,57.8
STU20248339,女,商学院,52.9,78.9,67.0,73.0
STU20248340,男,商学院,60.4,66.5,68.8,81.2
STU20248341,男,文法学院,65.1,93.1,71.5,79.8
STU20248342,男,商学院,68.7,82.2,72.2,73.8
STU20248343,女,文法学院,60.1,82.8,63.4,70.6
STU20248344,男,机电学院,83.4,66.6,81.8,77.4
STU20248345,男,计算机学院,72.9,61.8,89.4,75.7
STU20248346,女,文法学院,32.5,76.9,47.7,60.7
STU20248347,男,计算机学院,85.6,65.0,86.8,85.3
STU20248348,男,计算机学院,54.7,55.7,67.2,87.2
STU20248349,女,计算机学院,78.4,88.6,77.9,71.6
STU20248350,男,计算机学院,86.6,82.4,89.7,75.9
STU20248351,女,计算机学院,56.0,80.7,63.4,66.1
STU20248352,女,计算机学院,59.7,100.0,72.5,80.6
STU20248353,男,理学院,66.5,70.4,81.7,81.4
STU20248354,女,文法学院,77.5,80.7,81.4,59.1
STU20248355,女,理学院,80.7,73.1,86.9,60.4
STU20248356,女,计算机学院,92.5,57.1,99.5,77.7
STU20248357,男,商学院,49.8,59.0,54.0,76.2
STU20248358,女,商学院,58.1,77.4,66.9,67.6
STU20248359,男,机电学院,71.9,60.1,69.6,69.6
STU20248360,女,商学院,84.7,79.0,91.0,77.0
STU20248361,男,计算机学院,41.2,68.1,53.6,80.5
STU20248362,女,计算机学院,49.9,98.8,64.6,68.4
STU20248363,女,机电学院,56.5,77.6,56.8,64.1
STU20248364,男,商学院,82.6,80.9,90.8,84.6
STU20248365,男,理学院,62.1,80.0,73.9,73.3
STU20248366,男,商学院,69.3,79.4,78.9,76.2
STU20248367,女,文法学院,100.0,83.7,100.0,70.3
STU20248368,女,机电学院,84.1,88.7,98.5,79.8
STU20248369,男,计算机学院,76.2,81.7,75.3,84.0
STU20248370,女,理学院,42.4,85.9,47.7,70.2
STU20248371,女,计算机学院,48.5,81.7,62.0,82.0
STU20248372,男,计算机学院,83.8,54.6,91.6,83.0
STU20248373,男,计算机学院,70.0,80.8,78.1,82.4
STU20248374,男,机电学院,54.0,85.5,65.0,71.4
STU20248375,女,商学院,76.4,62.8,83.7,72.8
STU20248376,女,机电学院,60.4,71.5,77.8,77.6
STU20248377,女,机电学院,53.1,79.3,68.1,68.5
STU20248378,女,文法学院,89.3,51.6,86.7,86.3
STU20248379,男,计算机学院,52.9,76.3,57.3,88.4
STU20248380,男,计算机学院,62.9,83.9,69.4,88.2
STU20248381,男,理学院,40.8,87.6,50.7,87.1
STU20248382,男,理学院,70.2,66.8,72.8,82.9
STU20248383,女,商学院,78.4,87.5,93.1,82.9
STU20248384,女,机电学院,79.5,57.0,86.9,70.4
STU20248385,男,计算机学院,84.1,35.4,90.8,83.7
STU20248386,女,机电学院,67.2,81.6,76.4,83.1
STU20248387,女,商学院,100.0,88.6,100.0,77.9
STU20248388,男,文法学院,64.6,90.5,74.0,79.0
STU20248389,男,文法学院,71.1,76.2,84.1,76.5
STU20248390,女,机电学院,61.5,79.7,69.9,74.8
STU20248391,男,机电学院,71.7,81.6,77.4,75.7
STU20248392,女,计算机学院,40.7,76.3,54.5,69.8
STU20248393,男,计算机学院,71.2,70.0,82.8,82.2
STU20248394,女,计算机学院,46.7,63.2,56.3,67.8
STU20248395,男,文法学院,70.7,55.1,78.3,73.1
STU20248396,女,机电学院,44.8,63.2,65.7,68.9
STU20248397,男,理学院,84.3,66.0,82.9,79.1
STU20248398,男,文法学院,60.1,58.9,74.7,88.2
STU20248399,女,机电学院,89.2,76.2,83.0,73.0
STU20248400,男,理学院,53.1,83.6,62.1,81.8
STU20248401,男,理学院,77.6,79.6,83.4,77.6
STU20248402,男,计算机学院,81.7,77.4,79.1,81.8
STU20248403,女,计算机学院,63.5,68.6,75.8,65.1
STU20248404,男,商学院,82.1,86.7,83.8,87.5
STU20248405,女,商学院,76.9,60.4,80.0,73.9
STU20248406,女,商学院,62.6,75.1,69.6,70.7
STU20248407,男,机电学院,69.9,85.4,80.3,73.1
STU20248408,男,商学院,54.5,76.8,69.4,87.3
STU20248409,男,理学院,66.8,81.1,72.0,77.6
STU20248410,女,理学院,74.2,94.4,75.4,70.7
STU20248411,女,计算机学院,94.2,80.7,88.2,85.9
STU20248412,女,机电学院,65.3,73.3,75.3,71.5
STU20248413,女,机电学院,60.8,92.6,66.1,77.0
STU20248414,男,理学院,92.9,76.4,95.1,67.5
STU20248415,女,机电学院,59.3,86.4,69.3,77.5
STU20248416,男,商学院,50.3,77.8,65.8,65.1
STU20248417,男,商学院,81.9,71.6,74.1,72.2
STU20248418,女,商学院,41.6,85.2,54.9,55.7
STU20248419,女,文法学院,66.3,80.7,81.2,76.2
STU20248420,男,机电学院,70.5,72.7,73.4,78.2
STU20248421,男,文法学院,60.7,49.9,71.4,88.1
STU20248422,女,机电学院,73.1,71.3,77.0,71.4
STU20248423,男,机电学院,77.8,77.9,85.0,77.0
STU20248424,女,商学院,56.8,65.5,59.8,66.4
STU20248425,女,商学院,51.6,56.3,65.8,75.3
STU20248426,男,机电学院,76.2,65.8,75.7,78.1
STU20248427,男,计算机学院,82.6,85.5,86.0,82.9
STU20248428,男,机电学院,67.3,83.7,76.7,86.3
STU20248429,男,文法学院,63.5,86.7,65.2,77.0
STU20248430,女,理学院,70.6,51.4,80.1,82.9
STU20248431,男,文法学院,61.5,61.7,72.2,66.0
STU20248432,男,机电学院,76.6,91.5,82.7,70.6
STU20248433,男,理学院,75.6,71.1,80.0,77.0
STU20248434,男,商学院,74.3,70.8,72.7,78.4
STU20248435,女,机电学院,66.1,87.3,74.0,66.5
STU20248436,男,文法学院,57.9,84.0,69.7,67.7
STU20248437,女,机电学院,75.2,56.9,76.8,76.9
STU20248438,男,文法学院,80.8,83.7,76.3,77.1
STU20248439,男,机电学院,62.9,82.6,73.3,74.8
STU20248440,女,计算机学院,93.3,77.3,100.0,73.3
STU20248441,女,商学院,46.9,85.0,47.0,84.4
STU20248442,男,理学院,67.0,64.3,74.6,96.5
STU20248443,男,文法学院,86.3,60.6,92.4,76.9
STU20248444,女,商学院,57.9,56.0,66.5,63.5
STU20248445,女,机电学院,62.6,100.0,64.1,78.8
STU20248446,女,计算机学院,49.3,79.1,56.4,73.6
STU20248447,女,理学院,64.3,68.0,72.3,61.3
STU20248448,男,机电学院,70.0,98.5,72.6,83.0
STU20248449,男,理学院,60.4,59.2,68.6,86.4
STU20248450,女,文法学院,54.8,55.6,60.7,61.0
STU20248451,男,文法学院,84.4,74.0,88.2,81.0
STU20248452,女,文法学院,79.4,66.0,82.1,65.5
STU20248453,男,文法学院,69.1,78.4,76.6,88.5
STU20248454,女,商学院,75.3,84.4,78.4,79.4
STU20248455,男,理学院,72.2,90.6,80.6,85.1
STU20248456,女,计算机学院,70.0,55.9,82.1,84.5
STU20248457,男,机电学院,69.3,68.1,73.7,86.8
STU20248458,男,理学院,87.9,84.9,98.2,78.3
STU20248459,女,理学院,98.4,65.6,95.8,58.5
STU20248460,男,文法学院,76.9,72.2,78.2,83.0
STU20248461,女,商学院,79.6,100.0,80.3,62.2
STU20248462,男,理学院,61.9,71.0,69.2,83.2
STU20248463,女,理学院,43.6,80.4,46.1,72.4
STU20248464,女,机电学院,91.5,85.1,91.6,75.4
STU20248465,女,机电学院,81.5,100.0,88.6,81.8
STU20248466,男,计算机学院,54.8,98.2,63.4,87.9
STU20248467,女,理学院,78.3,82.1,87.1,69.3
STU20248468,男,商学院,65.9,86.6,65.7,87.8
STU20248469,女,机电学院,63.6,88.6,72.2,70.2
STU20248470,男,理学院,82.4,62.8,88.8,75.7
STU20248471,男,商学院,72.6,73.8,78.6,75.0
STU20248472,女,理学院,64.5,81.1,78.5,70.5
STU20248473,女,文法学院,77.4,57.8,86.6,91.1
STU20248474,男,文法学院,66.7,57.7,71.1,76.8
STU20248475,男,文法学院,39.0,83.6,50.4,69.5
STU20248476,女,理学院,80.0,85.2,82.0,61.2
STU20248477,男,理学院,67.2,66.7,77.8,88.9
STU20248478,男,商学院,67.3,81.1,68.8,76.2
STU20248479,女,商学院,76.0,95.3,78.0,73.9
STU20248480,男,计算机学院,54.6,82.9,64.7,72.3
STU20248481,男,商学院,53.1,92.2,66.1,77.0
STU20248482,女,理学院,63.7,74.5,74.2,77.5
STU20248483,男,机电学院,84.4,76.8,84.9,77.0
STU20248484,女,商学院,64.2,96.4,72.4,75.2
STU20248485,男,商学院,87.6,75.0,89.6,70.5
STU20248486,女,商学院,67.7,81.5,73.2,79.3
STU20248487,女,理学院,85.6,85.1,88.8,66.0
STU20248488,男,计算机学院,71.2,59.8,80.3,82.9
STU20248489,女,文法学院,56.4,65.0,65.4,76.4
STU20248490,男,计算机学院,71.4,68.7,86.0,77.4
STU20248491,女,计算机学院,60.5,86.4,62.6,53.7
STU20248492,女,商学院,72.7,93.2,83.9,65.0
STU20248493,女,文法学院,76.9,79.2,83.5,61.4
STU20248494,男,机电学院,90.9,79.4,95.5,94.1
STU20248495,女,商学院,78.4,92.9,79.1,61.7
STU20248496,男,计算机学院,72.6,79.9,78.9,75.2
STU20248497,女,计算机学院,79.1,66.0,83.6,73.3
STU20248498,男,计算机学院,77.6,74.4,82.9,72.5
STU20248499,男,计算机学院,80.6,74.1,87.9,82.1
STU20248500,男,文法学院,67.6,59.5,72.7,76.0
STU20248501,女,机电学院,80.2,81.1,82.8,75.0
STU20248502,男,商学院,72.0,75.1,72.2,93.0
STU20248503,男,理学院,73.7,67.1,80.0,76.4
STU20248504,男,文法学院,64.7,67.9,74.3,70.3
STU20248505,男,商学院,63.9,90.8,85.2,71.1
STU20248506,女,文法学院,70.5,85.2,71.2,75.6
STU20248507,男,计算机学院,100.0,87.1,100.0,77.3
STU20248508,男,理学院,56.0,87.9,64.1,87.6
STU20248509,女,理学院,63.2,81.9,75.8,69.3
STU20248510,男,理学院,72.0,77.9,79.1,69.7
STU20248511,女,文法学院,93.9,62.2,89.3,62.3
STU20248512,女,商学院,67.9,99.2,77.6,70.0
STU20248513,男,计算机学院,34.6,62.6,48.5,74.1
STU20248514,男,商学院,71.4,69.6,75.8,74.1
STU20248515,女,商学院,51.7,85.8,67.3,74.4
STU20248516,女,商学院,61.8,74.2,73.2,83.5
STU20248517,男,文法学院,75.7,51.1,89.5,90.7
STU20248518,男,理学院,98.8,78.5,95.0,75.1
STU20248519,男,商学院,67.1,78.2,78.3,91.5
STU20248520,男,文法学院,74.8,95.8,78.2,75.4
STU20248521,男,商学院,98.4,68.7,100.0,78.6
STU20248522,女,计算机学院,54.5,79.2,59.9,74.7
STU20248523,女,理学院,66.8,85.1,69.9,81.4
STU20248524,男,机电学院,50.8,85.4,60.4,77.9
STU20248525,女,计算机学院,52.9,66.9,58.2,60.9
STU20248526,男,理学院,63.5,86.7,67.1,89.8
STU20248527,女,理学院,57.6,69.8,66.5,62.9
STU20248528,男,文法学院,99.5,73.7,100.0,79.1
STU20248529,女,文法学院,84.7,70.4,89.3,75.4
STU20248530,男,文法学院,73.9,77.5,77.2,79.2
STU20248531,女,文法学院,76.1,66.7,86.4,62.5
STU20248532,男,理学院,86.1,100.0,87.7,74.0
STU20248533,男,理学院,65.2,73.3,72.9,72.2
STU20248534,女,商学院,69.3,68.2,76.5,59.7
STU20248535,女,文法学院,48.6,82.1,50.3,63.7
STU20248536,男,计算机学院,79.7,71.2,80.2,67.8
STU20248537,女,理学院,56.4,70.5,65.2,61.2
STU20248538,女,机电学院,60.5,82.8,62.2,71.1
STU20248539,男,机电学院,87.2,85.3,94.0,79.1
STU20248540,女,文法学院,73.0,71.9,71.5,81.0
STU20248541,女,理学院,79.0,82.7,78.9,70.7
STU20248542,男,文法学院,50.9,82.8,59.7,76.9
STU20248543,男,计算机学院,68.5,81.7,73.9,68.2
STU20248544,女,理学院,88.8,80.3,90.2,77.5
STU20248545,男,机电学院,76.3,64.5,83.4,81.6
STU20248546,男,机电学院,56.3,74.4,57.8,73.8
STU20248547,男,文法学院,80.6,83.1,82.7,68.1
STU20248548,男,文法学院,50.4,63.8,52.8,73.8
STU20248549,女,商学院,52.9,73.1,64.6,70.7
STU20248550,男,商学院,79.2,74.3,83.7,75.3
STU20248551,女,机电学院,76.6,82.4,86.3,79.0
STU20248552,男,文法学院,55.1,57.2,61.6,84.4
STU20248553,男,机电学院,96.3,93.8,100.0,74.8
STU20248554,男,文法学院,89.1,93.0,89.2,75.8
STU20248555,女,机电学院,100.0,74.8,96.4,64.7
STU20248556,女,理学院,57.2,78.0,73.5,74.1
STU20248557,男,理学院,46.6,82.9,66.5,63.1
STU20248558,女,理学院,72.8,69.5,79.1,76.2
STU20248559,男,理学院,90.1,66.0,88.9,68.7
STU20248560,男,理学院,90.6,81.1,91.8,82.6
STU20248561,女,商学院,48.4,70.5,62.4,76.0
STU20248562,女,机电学院,72.0,89.5,82.2,74.6
STU20248563,女,文法学院,82.3,89.1,87.2,55.1
STU20248564,男,文法学院,64.6,37.5,70.4,66.1
STU20248565,男,计算机学院,67.9,69.4,76.1,90.3
STU20248566,女,商学院,75.7,56.7,76.4,69.5
STU20248567,男,文法学院,62.4,84.7,65.4,74.7
STU20248568,男,商学院,72.6,92.0,73.7,86.2
STU20248569,男,机电学院,53.8,78.3,63.5,82.9
STU20248570,女,商学院,56.7,53.7,70.4,56.3
STU20248571,女,计算机学院,53.3,71.3,63.2,70.6
STU20248572,男,机电学院,78.5,80.9,84.4,79.0
STU20248573,男,文法学院,96.7,79.1,99.6,97.9
STU20248574,女,计算机学院,82.9,56.3,80.9,78.1
STU20248575,男,机电学院,91.8,84.2,89.2,80.3
STU20248576,男,机电学院,72.4,62.1,79.9,87.1
STU20248577,男,文法学院,75.2,85.6,76.8,85.5
STU20248578,男,文法学院,71.0,73.6,77.6,84.2
STU20248579,男,计算机学院,93.0,62.8,91.8,87.6
STU20248580,女,机电学院,83.8,100.0,84.5,74.4
STU20248581,女,理学院,77.5,78.0,75.3,69.0
STU20248582,女,机电学院,63.3,85.5,57.9,81.8
STU20248583,女,文法学院,60.6,89.9,75.6,61.6
STU20248584,男,理学院,94.4,71.2,93.5,82.4
STU20248585,男,理学院,56.8,73.7,62.7,72.1
STU20248586,男,机电学院,56.0,100.0,63.0,79.0
STU20248587,男,计算机学院,60.0,82.8,68.6,89.7
STU20248588,男,机电学院,66.2,59.7,72.1,84.2
STU20248589,男,机电学院,53.9,79.3,59.0,77.2
STU20248590,男,文法学院,60.6,99.8,67.1,81.5
STU20248591,男,商学院,71.1,64.8,77.0,76.9
STU20248592,女,文法学院,70.2,57.5,83.0,61.9
STU20248593,男,商学院,71.4,89.9,80.8,65.5
STU20248594,女,文法学院,76.9,81.0,80.9,78.9
STU20248595,女,理学院,45.0,77.9,50.5,62.8
STU20248596,男,机电学院,86.6,63.3,96.1,77.2
STU20248597,男,机电学院,50.7,68.1,56.8,81.7
STU20248598,女,机电学院,75.7,71.1,83.0,61.0
STU20248599,男,文法学院,64.6,79.0,67.6,69.5
STU20248600,男,理学院,71.1,79.5,69.3,82.8
STU20248601,男,商学院,64.6,95.3,65.2,86.6
STU20248602,女,机电学院,35.0,66.8,45.0,67.2
STU20248603,女,理学院,74.3,65.2,69.9,73.0
STU20248604,男,商学院,88.6,68.3,95.2,85.2
STU20248605,男,机电学院,70.7,81.6,80.7,84.3
STU20248606,男,商学院,78.6,81.4,78.4,68.4
STU20248607,男,商学院,58.8,100.0,69.2,72.1
STU20248608,男,商学院,45.5,70.9,54.4,71.1
STU20248609,女,商学院,90.6,84.4,94.8,57.1
STU20248610,女,机电学院,60.6,68.1,66.9,62.0
STU20248611,女,商学院,77.5,72.9,82.5,76.6
STU20248612,男,理学院,96.1,73.5,97.3,85.9
STU20248613,女,理学院,58.8,77.0,58.8,83.9
STU20248614,男,文法学院,100.0,71.8,100.0,89.8
STU20248615,女,文法学院,77.5,77.8,88.1,65.9
STU20248616,女,商学院,59.4,78.7,63.0,79.5
STU20248617,男,文法学院,75.7,62.9,79.9,77.0
STU20248618,男,文法学院,77.6,69.2,81.0,72.0
STU20248619,男,计算机学院,81.7,67.0,84.0,73.3
STU20248620,女,文法学院,62.0,65.8,69.9,82.5
STU20248621,女,理学院,100.0,100.0,100.0,76.5
STU20248622,男,理学院,71.3,65.7,69.9,72.2
STU20248623,男,计算机学院,81.0,63.1,83.1,84.2
STU20248624,男,文法学院,61.1,83.4,65.2,79.4
STU20248625,女,理学院,72.0,87.0,73.3,69.6
STU20248626,男,文法学院,58.2,65.2,69.3,63.1
STU20248627,男,商学院,72.8,69.6,88.0,72.0
STU20248628,女,机电学院,69.6,91.8,69.9,61.2
STU20248629,男,商学院,87.7,79.3,90.6,77.0
STU20248630,女,机电学院,64.8,68.9,79.3,83.0
STU20248631,女,理学院,70.6,96.3,81.6,75.7
STU20248632,女,理学院,80.1,63.1,92.4,62.8
STU20248633,女,理学院,74.9,79.0,74.9,62.1
STU20248634,女,商学院,37.6,84.5,52.6,66.7
STU20248635,男,理学院,76.0,77.2,87.4,77.2
STU20248636,男,理学院,70.4,74.7,74.9,86.6
STU20248637,女,文法学院,97.9,75.9,98.1,72.8
STU20248638,男,计算机学院,71.3,62.0,64.9,90.3
STU20248639,女,机电学院,66.1,65.9,69.1,73.5
STU20248640,女,理学院,70.5,81.9,79.8,65.3
STU20248641,女,商学院,70.9,66.2,86.2,79.0
STU20248642,女,机电学院,37.8,70.2,50.4,72.3
STU20248643,女,商学院,62.5,74.7,68.7,61.3
STU20248644,男,机电学院,55.1,81.3,57.7,81.2
STU20248645,女,商学院,77.9,50.3,80.7,66.2
STU20248646,女,理学院,86.7,59.8,81.6,63.1
STU20248647,男,理学院,56.4,67.2,66.8,88.2
STU20248648,男,理学院,78.0,97.1,80.3,70.2
STU20248649,女,理学院,55.4,89.2,59.0,84.1
STU20248650,女,机电学院,79.4,75.1,86.8,65.3
STU20248651,男,计算机学院,66.6,87.2,70.4,77.7
STU20248652,男,文法学院,60.5,76.2,62.6,82.7
STU20248653,男,商学院,100.0,89.0,100.0,92.2
STU20248654,男,商学院,54.5,80.9,71.6,72.5
STU20248655,男,理学院,99.0,100.0,100.0,81.5
STU20248656,男,文法学院,57.4,71.2,61.3,80.6
STU20248657,男,理学院,84.5,81.9,83.3,84.1
STU20248658,女,计算机学院,72.0,73.6,69.8,90.5
STU20248659,女,商学院,88.0,51.2,85.7,80.4
STU20248660,女,文法学院,70.2,74.5,70.0,63.5
STU20248661,女,机电学院,61.4,100.0,72.2,74.0
STU20248662,男,商学院,56.3,87.9,65.7,88.0
STU20248663,女,文法学院,80.4,74.3,75.3,82.5
STU20248664,男,文法学院,78.5,62.3,93.7,81.8
STU20248665,男,机电学院,69.6,67.6,87.7,86.4
STU20248666,男,文法学院,63.9,83.9,75.3,66.1
STU20248667,男,理学院,82.8,67.9,88.2,90.6
STU20248668,女,商学院,70.8,79.4,75.3,81.7
STU20248669,女,商学院,56.4,72.9,60.3,77.4
STU20248670,男,理学院,52.4,61.9,62.3,81.9
STU20248671,男,计算机学院,57.9,92.8,73.2,81.1
STU20248672,男,理学院,46.0,94.2,48.8,77.3
STU20248673,男,计算机学院,85.0,61.9,88.9,73.8
STU20248674,女,文法学院,48.7,71.9,59.5,69.0
STU20248675,女,商学院,89.7,80.9,89.1,71.0
STU20248676,男,商学院,75.9,77.1,76.9,82.0
STU20248677,男,计算机学院,54.5,64.9,59.4,71.9
STU20248678,女,商学院,61.5,68.7,70.0,69.2
STU20248679,女,文法学院,79.4,86.6,86.5,76.0
STU20248680,女,文法学院,47.0,77.4,53.3,57.6
STU20248681,男,商学院,72.7,76.7,73.8,89.5
STU20248682,男,机电学院,65.8,58.9,83.8,88.7
STU20248683,女,计算机学院,61.2,63.1,69.7,76.4
STU20248684,男,文法学院,50.1,69.2,59.4,64.9
STU20248685,女,商学院,35.2,66.9,48.2,65.3
STU20248686,男,计算机学院,78.2,89.3,76.9,80.0
STU20248687,女,机电学院,45.3,76.8,56.6,79.3
STU20248688,男,机电学院,78.9,51.3,85.5,79.4
STU20248689,女,商学院,59.4,75.7,70.8,83.2
STU20248690,女,商学院,47.7,68.1,61.1,70.7
STU20248691,男,商学院,59.2,73.7,56.4,77.5
STU20248692,男,商学院,84.7,100.0,94.5,68.5
STU20248693,男,机电学院,81.4,86.8,85.8,75.8
STU20248694,男,机电学院,81.8,78.6,89.4,69.8
STU20248695,男,理学院,100.0,70.3,100.0,71.9
STU20248696,女,文法学院,100.0,84.1,95.7,57.4
STU20248697,女,计算机学院,75.4,53.0,81.4,72.5
STU20248698,男,机电学院,50.1,69.8,60.7,76.0
STU20248699,女,文法学院,62.7,66.5,76.5,88.0
STU20248700,男,机电学院,67.8,68.8,79.3,100.0
STU20248701,女,机电学院,57.3,84.0,66.9,73.7
STU20248702,女,计算机学院,80.7,50.5,86.6,78.4
STU20248703,男,文法学院,84.1,69.1,86.5,80.0
STU20248704,男,计算机学院,83.9,75.9,84.5,77.3
STU20248705,男,理学院,55.1,86.8,60.8,88.6
STU20248706,女,计算机学院,58.9,77.3,63.7,67.2
STU20248707,女,计算机学院,74.0,100.0,73.3,53.3
STU20248708,女,计算机学院,93.4,86.2,97.6,77.5
STU20248709,女,理学院,56.0,62.5,66.4,56.7
STU20248710,女,计算机学院,65.0,91.8,83.8,58.3
STU20248711,女,机电学院,71.9,93.4,81.6,79.3
STU20248712,女,机电学院,75.9,81.4,78.8,69.5
STU20248713,男,文法学院,54.8,74.9,73.9,85.7
STU20248714,女,理学院,100.0,93.3,100.0,82.1
STU20248715,男,理学院,85.2,93.4,79.4,74.7
STU20248716,女,理学院,70.7,67.0,70.1,76.4
STU20248717,男,理学院,42.1,81.5,47.7,80.0
STU20248718,女,商学院,56.2,100.0,59.2,73.5
STU20248719,男,理学院,65.9,73.3,70.9,83.6
STU20248720,女,商学院,44.6,72.6,58.8,62.8
STU20248721,男,理学院,78.6,75.4,83.1,93.7
STU20248722,男,理学院,67.3,80.2,69.2,79.8
STU20248723,男,计算机学院,56.6,85.7,70.7,74.7
STU20248724,男,计算机学院,68.1,86.3,73.2,72.8
STU20248725,女,理学院,65.2,67.9,78.3,79.7
STU20248726,男,理学院,100.0,73.1,100.0,79.4
STU20248727,女,机电学院,72.9,66.3,83.2,72.5
STU20248728,女,文法学院,69.7,79.0,65.1,74.4
STU20248729,男,机电学院,65.8,87.8,79.2,73.0
STU20248730,男,计算机学院,60.4,85.5,70.2,88.4
STU20248731,女,文法学院,92.3,80.6,98.0,62.9
STU20248732,男,商学院,78.7,86.7,85.0,73.3
STU20248733,女,文法学院,59.2,74.5,71.2,69.6
STU20248734,女,商学院,74.9,65.8,75.6,56.0
STU20248735,男,计算机学院,75.1,78.3,82.9,81.9
STU20248736,女,计算机学院,72.6,54.0,73.2,66.6
STU20248737,男,文法学院,75.1,84.7,87.2,81.9
